Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,"Urinary Bladder, invasive and in situ",29010,Missouri,29,2019,2019,80-84 years,80-84,Male,M,130,53255,244.1
,"Urinary Bladder, invasive and in situ",29010,Missouri,29,2019,2019,85+ years,85+,Male,M,125,46621,268.1
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,55-59 years,55-59,Male,M,30,35701,84
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,60-64 years ,60-64,Male,M,30,37323,80.4
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,65-69 years,65-69,Male,M,44,34784,126.5
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,70-74 years,70-74,Male,M,42,26957,155.8
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,75-79 years,75-79,Male,M,61,17568,347.2
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,80-84 years,80-84,Male,M,30,10474,286.4
,"Urinary Bladder, invasive and in situ",29010,Montana,30,2019,2019,85+ years,85+,Male,M,44,8934,492.5
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,55-59 years,55-59,Male,M,27,61137,44.2
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,60-64 years ,60-64,Male,M,50,58457,85.5
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,65-69 years,65-69,Male,M,55,48793,112.7
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,70-74 years,70-74,Male,M,72,36439,197.6
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,75-79 years,75-79,Male,M,62,23972,258.6
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,80-84 years,80-84,Male,M,64,15835,404.2
,"Urinary Bladder, invasive and in situ",29010,Nebraska,31,2019,2019,85+ years,85+,Male,M,46,15257,301.5
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,55-59 years,55-59,Male,M,20,54061,37
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,60-64 years ,60-64,Male,M,45,51031,88.2
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,65-69 years,65-69,Male,M,70,41157,170.1
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,70-74 years,70-74,Male,M,64,32350,197.8
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,75-79 years,75-79,Male,M,48,20314,236.3
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,80-84 years,80-84,Male,M,44,11780,373.5
,"Urinary Bladder, invasive and in situ",29010,New Hampshire,33,2019,2019,85+ years,85+,Male,M,46,10777,426.8
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,45-49 years,45-49,Male,M,36,287110,12.5
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,50-54 years,50-54,Male,M,53,299421,17.7
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,55-59 years,55-59,Male,M,111,312164,35.6
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,60-64 years ,60-64,Male,M,187,278186,67.2
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,65-69 years,65-69,Male,M,265,215780,122.8
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,70-74 years,70-74,Male,M,303,168667,179.6
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,75-79 years,75-79,Male,M,332,113439,292.7
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,80-84 years,80-84,Male,M,221,71989,307
,"Urinary Bladder, invasive and in situ",29010,New Jersey,34,2019,2019,85+ years,85+,Male,M,256,68988,371.1
,"Urinary Bladder, invasive and in situ",29010,New Mexico,35,2019,2019,60-64 years ,60-64,Male,M,25,63886,39.1
,"Urinary Bladder, invasive and in situ",29010,New Mexico,35,2019,2019,65-69 years,65-69,Male,M,56,57559,97.3
,"Urinary Bladder, invasive and in situ",29010,New Mexico,35,2019,2019,70-74 years,70-74,Male,M,52,47866,108.6
,"Urinary Bladder, invasive and in situ",29010,New Mexico,35,2019,2019,75-79 years,75-79,Male,M,50,31091,160.8
,"Urinary Bladder, invasive and in situ",29010,New Mexico,35,2019,2019,80-84 years,80-84,Male,M,33,19595,168.4
,"Urinary Bladder, invasive and in situ",29010,New Mexico,35,2019,2019,85+ years,85+,Male,M,23,16033,143.5
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,35-39 years,35-39,Male,M,20,630588,3.2
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,40-44 years,40-44,Male,M,24,568714,4.2
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,45-49 years,45-49,Male,M,70,582890,12
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,50-54 years,50-54,Male,M,130,618377,21
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,55-59 years,55-59,Male,M,299,649310,46
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,60-64 years ,60-64,Male,M,420,595312,70.6
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,65-69 years,65-69,Male,M,604,482367,125.2
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,70-74 years,70-74,Male,M,750,374757,200.1
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,75-79 years,75-79,Male,M,698,248805,280.5
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,80-84 years,80-84,Male,M,506,161443,313.4
,"Urinary Bladder, invasive and in situ",29010,New York,36,2019,2019,85+ years,85+,Male,M,493,157832,312.4
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,45-49 years,45-49,Male,M,28,335237,8.4
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,50-54 years,50-54,Male,M,73,329232,22.2
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,55-59 years,55-59,Male,M,116,337046,34.4
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,60-64 years ,60-64,Male,M,212,309206,68.6
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,65-69 years,65-69,Male,M,290,263272,110.2
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,70-74 years,70-74,Male,M,347,216344,160.4
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,75-79 years,75-79,Male,M,327,140632,232.5
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,80-84 years,80-84,Male,M,251,82151,305.5
,"Urinary Bladder, invasive and in situ",29010,North Carolina,37,2019,2019,85+ years,85+,Male,M,191,65084,293.5
,"Urinary Bladder, invasive and in situ",29010,North Dakota,38,2019,2019,65-69 years,65-69,Male,M,17,19545,87
,"Urinary Bladder, invasive and in situ",29010,North Dakota,38,2019,2019,75-79 years,75-79,Male,M,26,9215,282.1
,"Urinary Bladder, invasive and in situ",29010,North Dakota,38,2019,2019,80-84 years,80-84,Male,M,16,6244,256.2
,"Urinary Bladder, invasive and in situ",29010,North Dakota,38,2019,2019,85+ years,85+,Male,M,22,6539,336.4
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,45-49 years,45-49,Male,M,40,353382,11.3
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,50-54 years,50-54,Male,M,67,362360,18.5
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,55-59 years,55-59,Male,M,159,393519,40.4
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,60-64 years ,60-64,Male,M,298,382794,77.8
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,65-69 years,65-69,Male,M,400,315278,126.9
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,70-74 years,70-74,Male,M,443,240998,183.8
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,75-79 years,75-79,Male,M,445,156623,284.1
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,80-84 years,80-84,Male,M,325,99822,325.6
,"Urinary Bladder, invasive and in situ",29010,Ohio,39,2019,2019,85+ years,85+,Male,M,303,87895,344.7
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,50-54 years,50-54,Male,M,31,110880,28
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,55-59 years,55-59,Male,M,60,123203,48.7
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,60-64 years ,60-64,Male,M,72,115268,62.5
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,65-69 years,65-69,Male,M,111,96337,115.2
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,70-74 years,70-74,Male,M,134,76039,176.2
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,75-79 years,75-79,Male,M,118,52033,226.8
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,80-84 years,80-84,Male,M,80,32537,245.9
,"Urinary Bladder, invasive and in situ",29010,Oklahoma,40,2019,2019,85+ years,85+,Male,M,78,27111,287.7
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,50-54 years,50-54,Male,M,28,124215,22.5
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,55-59 years,55-59,Male,M,45,129642,34.7
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,60-64 years ,60-64,Male,M,81,129782,62.4
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,65-69 years,65-69,Male,M,135,122023,110.6
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,70-74 years,70-74,Male,M,179,97325,183.9
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,75-79 years,75-79,Male,M,158,62717,251.9
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,80-84 years,80-84,Male,M,105,36391,288.5
,"Urinary Bladder, invasive and in situ",29010,Oregon,41,2019,2019,85+ years,85+,Male,M,96,31866,301.3
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,40-44 years,40-44,Male,M,19,359308,5.3
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,45-49 years,45-49,Male,M,32,383639,8.3
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,50-54 years,50-54,Male,M,74,408558,18.1
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,55-59 years,55-59,Male,M,180,443170,40.6
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,60-64 years ,60-64,Male,M,308,431980,71.3
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,65-69 years,65-69,Male,M,462,359174,128.6
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,70-74 years,70-74,Male,M,479,277092,172.9
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,75-79 years,75-79,Male,M,526,184992,284.3
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,80-84 years,80-84,Male,M,367,118354,310.1
,"Urinary Bladder, invasive and in situ",29010,Pennsylvania,42,2019,2019,85+ years,85+,Male,M,388,112134,346
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,55-59 years,55-59,Male,M,23,36499,63
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,60-64 years ,60-64,Male,M,34,34794,97.7
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,65-69 years,65-69,Male,M,35,27910,125.4
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,70-74 years,70-74,Male,M,40,21849,183.1
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,75-79 years,75-79,Male,M,48,14117,340
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,80-84 years,80-84,Male,M,43,8613,499.2
,"Urinary Bladder, invasive and in situ",29010,Rhode Island,44,2019,2019,85+ years,85+,Male,M,35,8837,396.1
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,50-54 years,50-54,Male,M,27,155100,17.4
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,55-59 years,55-59,Male,M,58,165887,35
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,60-64 years ,60-64,Male,M,81,157735,51.4
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,65-69 years,65-69,Male,M,138,141000,97.9
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,70-74 years,70-74,Male,M,173,121417,142.5
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,75-79 years,75-79,Male,M,170,78665,216.1
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,80-84 years,80-84,Male,M,105,43740,240.1
,"Urinary Bladder, invasive and in situ",29010,South Carolina,45,2019,2019,85+ years,85+,Male,M,94,32551,288.8
,"Urinary Bladder, invasive and in situ",29010,South Dakota,46,2019,2019,60-64 years ,60-64,Male,M,16,29222,54.8
,"Urinary Bladder, invasive and in situ",29010,South Dakota,46,2019,2019,65-69 years,65-69,Male,M,30,26028,115.3
,"Urinary Bladder, invasive and in situ",29010,South Dakota,46,2019,2019,70-74 years,70-74,Male,M,22,18542,118.6
,"Urinary Bladder, invasive and in situ",29010,South Dakota,46,2019,2019,75-79 years,75-79,Male,M,28,11425,245.1
,"Urinary Bladder, invasive and in situ",29010,South Dakota,46,2019,2019,80-84 years,80-84,Male,M,18,7419,242.6
,"Urinary Bladder, invasive and in situ",29010,South Dakota,46,2019,2019,85+ years,85+,Male,M,23,7186,320.1
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,45-49 years,45-49,Male,M,19,214917,8.8
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,50-54 years,50-54,Male,M,46,212010,21.7
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,55-59 years,55-59,Male,M,86,220864,38.9
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,60-64 years ,60-64,Male,M,152,205131,74.1
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,65-69 years,65-69,Male,M,204,173646,117.5
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,70-74 years,70-74,Male,M,239,142707,167.5
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,75-79 years,75-79,Male,M,235,93788,250.6
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,80-84 years,80-84,Male,M,153,54411,281.2
,"Urinary Bladder, invasive and in situ",29010,Tennessee,47,2019,2019,85+ years,85+,Male,M,149,41974,355
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,40-44 years,40-44,Male,M,23,937614,2.5
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,45-49 years,45-49,Male,M,62,917789,6.8
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,50-54 years,50-54,Male,M,108,841954,12.8
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,55-59 years,55-59,Male,M,204,841924,24.2
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,60-64 years ,60-64,Male,M,374,746424,50.1
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,65-69 years,65-69,Male,M,506,589968,85.8
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,70-74 years,70-74,Male,M,561,455698,123.1
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,75-79 years,75-79,Male,M,549,294225,186.6
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,80-84 years,80-84,Male,M,415,177336,234
,"Urinary Bladder, invasive and in situ",29010,Texas,48,2019,2019,85+ years,85+,Male,M,385,148369,259.5
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,55-59 years,55-59,Male,M,16,76549,20.9
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,60-64 years ,60-64,Male,M,38,71966,52.8
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,65-69 years,65-69,Male,M,61,59784,102
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,70-74 years,70-74,Male,M,60,45309,132.4
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,75-79 years,75-79,Male,M,63,30318,207.8
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,80-84 years,80-84,Male,M,55,18897,291.1
,"Urinary Bladder, invasive and in situ",29010,Utah,49,2019,2019,85+ years,85+,Male,M,49,15842,309.3
,"Urinary Bladder, invasive and in situ",29010,Vermont,50,2019,2019,60-64 years ,60-64,Male,M,16,23374,68.5
,"Urinary Bladder, invasive and in situ",29010,Vermont,50,2019,2019,65-69 years,65-69,Male,M,26,20260,128.3
,"Urinary Bladder, invasive and in situ",29010,Vermont,50,2019,2019,70-74 years,70-74,Male,M,17,15975,106.4
,"Urinary Bladder, invasive and in situ",29010,Vermont,50,2019,2019,75-79 years,75-79,Male,M,17,10237,166.1
,"Urinary Bladder, invasive and in situ",29010,Vermont,50,2019,2019,80-84 years,80-84,Male,M,20,5837,342.6
,"Urinary Bladder, invasive and in situ",29010,Vermont,50,2019,2019,85+ years,85+,Male,M,22,5073,433.7
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,45-49 years,45-49,Male,M,17,270862,6.3
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,50-54 years,50-54,Male,M,44,270164,16.3
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,55-59 years,55-59,Male,M,100,284217,35.2
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,60-64 years ,60-64,Male,M,133,252619,52.6
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,65-69 years,65-69,Male,M,194,206562,93.9
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,70-74 years,70-74,Male,M,219,166534,131.5
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,75-79 years,75-79,Male,M,234,110112,212.5
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,80-84 years,80-84,Male,M,194,65635,295.6
,"Urinary Bladder, invasive and in situ",29010,Virginia,51,2019,2019,85+ years,85+,Male,M,156,54645,285.5
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,45-49 years,45-49,Male,M,21,235764,8.9
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,50-54 years,50-54,Male,M,53,228861,23.2
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,55-59 years,55-59,Male,M,91,241312,37.7
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,60-64 years ,60-64,Male,M,135,228571,59.1
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,65-69 years,65-69,Male,M,207,194596,106.4
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,70-74 years,70-74,Male,M,276,152064,181.5
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,75-79 years,75-79,Male,M,221,97682,226.2
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,80-84 years,80-84,Male,M,158,56588,279.2
,"Urinary Bladder, invasive and in situ",29010,Washington,53,2019,2019,85+ years,85+,Male,M,186,49562,375.3
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,55-59 years,55-59,Male,M,24,60753,39.5
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,60-64 years ,60-64,Male,M,51,62648,81.4
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,65-69 years,65-69,Male,M,73,57159,127.7
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,70-74 years,70-74,Male,M,87,46911,185.5
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,75-79 years,75-79,Male,M,83,30210,274.7
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,80-84 years,80-84,Male,M,60,18893,317.6
,"Urinary Bladder, invasive and in situ",29010,West Virginia,54,2019,2019,85+ years,85+,Male,M,36,14391,250.2
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,50-54 years,50-54,Male,M,32,186091,17.2
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,55-59 years,55-59,Male,M,72,208616,34.5
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,60-64 years ,60-64,Male,M,121,197858,61.2
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,65-69 years,65-69,Male,M,204,165605,123.2
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,70-74 years,70-74,Male,M,226,123134,183.5
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,75-79 years,75-79,Male,M,228,79955,285.2
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,80-84 years,80-84,Male,M,156,51143,305
,"Urinary Bladder, invasive and in situ",29010,Wisconsin,55,2019,2019,85+ years,85+,Male,M,174,44796,388.4
,"Urinary Bladder, invasive and in situ",29010,Wyoming,56,2019,2019,65-69 years,65-69,Male,M,29,17711,163.7
,"Urinary Bladder, invasive and in situ",29010,Wyoming,56,2019,2019,70-74 years,70-74,Male,M,18,13161,136.8
,"Urinary Bladder, invasive and in situ",29010,Wyoming,56,2019,2019,75-79 years,75-79,Male,M,25,8217,304.2
,"Urinary Bladder, invasive and in situ",29010,Wyoming,56,2019,2019,80-84 years,80-84,Male,M,17,4915,345.9
,Brain and Other Nervous System,31010-31040,Alabama,1,2019,2019,60-64 years ,60-64,Female,F,17,169849,10
,Brain and Other Nervous System,31010-31040,Alabama,1,2019,2019,70-74 years,70-74,Female,F,18,123192,14.6
,Brain and Other Nervous System,31010-31040,Alabama,1,2019,2019,75-79 years,75-79,Female,F,18,87695,20.5
,Brain and Other Nervous System,31010-31040,Arizona,4,2019,2019,55-59 years,55-59,Female,F,16,230465,6.9
,Brain and Other Nervous System,31010-31040,Arizona,4,2019,2019,60-64 years ,60-64,Female,F,20,229478,8.7
,Brain and Other Nervous System,31010-31040,Arizona,4,2019,2019,65-69 years,65-69,Female,F,35,214430,16.3
,Brain and Other Nervous System,31010-31040,Arizona,4,2019,2019,70-74 years,70-74,Female,F,25,188636,13.3
,Brain and Other Nervous System,31010-31040,Arizona,4,2019,2019,75-79 years,75-79,Female,F,21,135655,15.5
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,1-4 years,01. Apr,Female,F,30,936578,3.2
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,5-9 years,05. Sep,Female,F,25,1212522,2.1
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,10-14 years,Oct 14,Female,F,28,1235752,2.3
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,15-19 years,15-19,Female,F,19,1240714,1.5
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,20-24 years,20-24,Female,F,21,1283837,1.6
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,25-29 years,25-29,Female,F,21,1492844,1.4
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,30-34 years,30-34,Female,F,41,1430806,2.9
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,35-39 years,35-39,Female,F,33,1362262,2.4
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,40-44 years,40-44,Female,F,38,1243104,3.1
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,45-49 years,45-49,Female,F,52,1259963,4.1
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,50-54 years,50-54,Female,F,69,1233458,5.6
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,55-59 years,55-59,Female,F,104,1273574,8.2
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,60-64 years ,60-64,Female,F,114,1176111,9.7
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,65-69 years,65-69,Female,F,128,998753,12.8
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,70-74 years,70-74,Female,F,108,804419,13.4
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,75-79 years,75-79,Female,F,79,563200,14
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,80-84 years,80-84,Female,F,62,390975,15.9
,Brain and Other Nervous System,31010-31040,California,6,2019,2019,85+ years,85+,Female,F,62,469229,13.2
,Brain and Other Nervous System,31010-31040,Colorado,8,2019,2019,65-69 years,65-69,Female,F,22,154705,14.2
,Brain and Other Nervous System,31010-31040,Colorado,8,2019,2019,70-74 years,70-74,Female,F,22,118260,18.6
,Brain and Other Nervous System,31010-31040,Colorado,8,2019,2019,75-79 years,75-79,Female,F,17,76867,22.1
,Brain and Other Nervous System,31010-31040,Connecticut,9,2019,2019,55-59 years,55-59,Female,F,22,138619,15.9
,Brain and Other Nervous System,31010-31040,Connecticut,9,2019,2019,75-79 years,75-79,Female,F,17,62745,27.1
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,1-4 years,01. Apr,Female,F,28,449944,6.2
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,5-9 years,05. Sep,Female,F,27,571022,4.7
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,10-14 years,Oct 14,Female,F,19,592265,3.2
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,25-29 years,25-29,Female,F,17,696956,2.4
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,30-34 years,30-34,Female,F,23,682729,3.4
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,35-39 years,35-39,Female,F,18,670514,2.7
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,45-49 years,45-49,Female,F,31,681500,4.5
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,50-54 years,50-54,Female,F,41,700250,5.9
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,55-59 years,55-59,Female,F,60,772858,7.8
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,60-64 years ,60-64,Female,F,78,749307,10.4
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,65-69 years,65-69,Female,F,94,698508,13.5
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,70-74 years,70-74,Female,F,66,626376,10.5
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,75-79 years,75-79,Female,F,76,472418,16.1
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,80-84 years,80-84,Female,F,55,320803,17.1
,Brain and Other Nervous System,31010-31040,Florida,12,2019,2019,85+ years,85+,Female,F,55,348448,15.8
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,55-59 years,55-59,Female,F,20,359156,5.6
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,60-64 years ,60-64,Female,F,35,325944,10.7
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,65-69 years,65-69,Female,F,29,278529,10.4
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,70-74 years,70-74,Female,F,39,227063,17.2
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,75-79 years,75-79,Female,F,17,153772,11.1
