Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Thyroid,32010,Nebraska,31,2018,2018,50-54 years,50-54,Female,F,20,54696,36.6
,Thyroid,32010,Nebraska,31,2018,2018,55-59 years,55-59,Female,F,41,63140,64.9
,Thyroid,32010,Nebraska,31,2018,2018,60-64 years ,60-64,Female,F,25,59796,41.8
,Thyroid,32010,Nebraska,31,2018,2018,65-69 years,65-69,Female,F,28,51262,54.6
,Thyroid,32010,New Hampshire,33,2018,2018,45-49 years,45-49,Female,F,22,45251,48.6
,Thyroid,32010,New Hampshire,33,2018,2018,50-54 years,50-54,Female,F,29,50788,57.1
,Thyroid,32010,New Jersey,34,2018,2018,15-19 years,15-19,Female,F,27,270653,10
,Thyroid,32010,New Jersey,34,2018,2018,20-24 years,20-24,Female,F,59,269530,21.9
,Thyroid,32010,New Jersey,34,2018,2018,25-29 years,25-29,Female,F,66,282412,23.4
,Thyroid,32010,New Jersey,34,2018,2018,30-34 years,30-34,Female,F,110,281964,39
,Thyroid,32010,New Jersey,34,2018,2018,35-39 years,35-39,Female,F,117,291530,40.1
,Thyroid,32010,New Jersey,34,2018,2018,40-44 years,40-44,Female,F,126,280333,44.9
,Thyroid,32010,New Jersey,34,2018,2018,45-49 years,45-49,Female,F,121,306831,39.4
,Thyroid,32010,New Jersey,34,2018,2018,50-54 years,50-54,Female,F,142,325195,43.7
,Thyroid,32010,New Jersey,34,2018,2018,55-59 years,55-59,Female,F,135,331265,40.8
,Thyroid,32010,New Jersey,34,2018,2018,60-64 years ,60-64,Female,F,104,298300,34.9
,Thyroid,32010,New Jersey,34,2018,2018,65-69 years,65-69,Female,F,98,241477,40.6
,Thyroid,32010,New Jersey,34,2018,2018,70-74 years,70-74,Female,F,81,196837,41.2
,Thyroid,32010,New Jersey,34,2018,2018,75-79 years,75-79,Female,F,42,144512,29.1
,Thyroid,32010,New Jersey,34,2018,2018,80-84 years,80-84,Female,F,25,103024,24.3
,Thyroid,32010,New Mexico,35,2018,2018,30-34 years,30-34,Female,F,21,67141,31.3
,Thyroid,32010,New Mexico,35,2018,2018,35-39 years,35-39,Female,F,26,65833,39.5
,Thyroid,32010,New Mexico,35,2018,2018,40-44 years,40-44,Female,F,21,58568,35.9
,Thyroid,32010,New Mexico,35,2018,2018,45-49 years,45-49,Female,F,20,60408,33.1
,Thyroid,32010,New Mexico,35,2018,2018,50-54 years,50-54,Female,F,22,62177,35.4
,Thyroid,32010,New Mexico,35,2018,2018,55-59 years,55-59,Female,F,33,71929,45.9
,Thyroid,32010,New Mexico,35,2018,2018,60-64 years ,60-64,Female,F,17,71038,23.9
,Thyroid,32010,New Mexico,35,2018,2018,65-69 years,65-69,Female,F,21,64407,32.6
,Thyroid,32010,New York,36,2018,2018,10-14 years,Oct 14,Female,F,17,546489,3.1
,Thyroid,32010,New York,36,2018,2018,15-19 years,15-19,Female,F,42,583320,7.2
,Thyroid,32010,New York,36,2018,2018,20-24 years,20-24,Female,F,108,649128,16.6
,Thyroid,32010,New York,36,2018,2018,25-29 years,25-29,Female,F,181,740234,24.5
,Thyroid,32010,New York,36,2018,2018,30-34 years,30-34,Female,F,239,696332,34.3
,Thyroid,32010,New York,36,2018,2018,35-39 years,35-39,Female,F,244,642899,38
,Thyroid,32010,New York,36,2018,2018,40-44 years,40-44,Female,F,250,588758,42.5
,Thyroid,32010,New York,36,2018,2018,45-49 years,45-49,Female,F,309,634792,48.7
,Thyroid,32010,New York,36,2018,2018,50-54 years,50-54,Female,F,299,676985,44.2
,Thyroid,32010,New York,36,2018,2018,55-59 years,55-59,Female,F,315,704047,44.7
,Thyroid,32010,New York,36,2018,2018,60-64 years ,60-64,Female,F,248,646803,38.3
,Thyroid,32010,New York,36,2018,2018,65-69 years,65-69,Female,F,215,545110,39.4
,Thyroid,32010,New York,36,2018,2018,70-74 years,70-74,Female,F,148,436405,33.9
,Thyroid,32010,New York,36,2018,2018,75-79 years,75-79,Female,F,76,320704,23.7
,Thyroid,32010,New York,36,2018,2018,80-84 years,80-84,Female,F,45,232201,19.4
,Thyroid,32010,New York,36,2018,2018,85+ years,85+,Female,F,32,302514,10.6
,Thyroid,32010,North Carolina,37,2018,2018,15-19 years,15-19,Female,F,17,337741,5
,Thyroid,32010,North Carolina,37,2018,2018,20-24 years,20-24,Female,F,40,337684,11.8
,Thyroid,32010,North Carolina,37,2018,2018,25-29 years,25-29,Female,F,60,362557,16.5
,Thyroid,32010,North Carolina,37,2018,2018,30-34 years,30-34,Female,F,70,337842,20.7
,Thyroid,32010,North Carolina,37,2018,2018,35-39 years,35-39,Female,F,91,337417,27
,Thyroid,32010,North Carolina,37,2018,2018,40-44 years,40-44,Female,F,88,327390,26.9
,Thyroid,32010,North Carolina,37,2018,2018,45-49 years,45-49,Female,F,115,356822,32.2
,Thyroid,32010,North Carolina,37,2018,2018,50-54 years,50-54,Female,F,79,348926,22.6
,Thyroid,32010,North Carolina,37,2018,2018,55-59 years,55-59,Female,F,99,363006,27.3
,Thyroid,32010,North Carolina,37,2018,2018,60-64 years ,60-64,Female,F,87,343367,25.3
,Thyroid,32010,North Carolina,37,2018,2018,65-69 years,65-69,Female,F,75,302563,24.8
,Thyroid,32010,North Carolina,37,2018,2018,70-74 years,70-74,Female,F,63,243858,25.8
,Thyroid,32010,North Carolina,37,2018,2018,75-79 years,75-79,Female,F,33,167112,19.7
,Thyroid,32010,North Carolina,37,2018,2018,80-84 years,80-84,Female,F,27,113545,23.8
,Thyroid,32010,Ohio,39,2018,2018,15-19 years,15-19,Female,F,23,371491,6.2
,Thyroid,32010,Ohio,39,2018,2018,20-24 years,20-24,Female,F,39,372524,10.5
,Thyroid,32010,Ohio,39,2018,2018,25-29 years,25-29,Female,F,69,398471,17.3
,Thyroid,32010,Ohio,39,2018,2018,30-34 years,30-34,Female,F,108,367425,29.4
,Thyroid,32010,Ohio,39,2018,2018,35-39 years,35-39,Female,F,113,363923,31.1
,Thyroid,32010,Ohio,39,2018,2018,40-44 years,40-44,Female,F,138,335730,41.1
,Thyroid,32010,Ohio,39,2018,2018,45-49 years,45-49,Female,F,128,370337,34.6
,Thyroid,32010,Ohio,39,2018,2018,50-54 years,50-54,Female,F,148,381445,38.8
,Thyroid,32010,Ohio,39,2018,2018,55-59 years,55-59,Female,F,161,421876,38.2
,Thyroid,32010,Ohio,39,2018,2018,60-64 years ,60-64,Female,F,131,409781,32
,Thyroid,32010,Ohio,39,2018,2018,65-69 years,65-69,Female,F,114,344812,33.1
,Thyroid,32010,Ohio,39,2018,2018,70-74 years,70-74,Female,F,90,266484,33.8
,Thyroid,32010,Ohio,39,2018,2018,75-79 years,75-79,Female,F,60,196200,30.6
,Thyroid,32010,Ohio,39,2018,2018,80-84 years,80-84,Female,F,24,140035,17.1
,Thyroid,32010,Ohio,39,2018,2018,85+ years,85+,Female,F,17,167586,10.1
,Thyroid,32010,Oklahoma,40,2018,2018,25-29 years,25-29,Female,F,20,138025,14.5
,Thyroid,32010,Oklahoma,40,2018,2018,30-34 years,30-34,Female,F,29,129831,22.3
,Thyroid,32010,Oklahoma,40,2018,2018,35-39 years,35-39,Female,F,38,130200,29.2
,Thyroid,32010,Oklahoma,40,2018,2018,40-44 years,40-44,Female,F,30,114051,26.3
,Thyroid,32010,Oklahoma,40,2018,2018,45-49 years,45-49,Female,F,41,115966,35.4
,Thyroid,32010,Oklahoma,40,2018,2018,50-54 years,50-54,Female,F,25,115198,21.7
,Thyroid,32010,Oklahoma,40,2018,2018,55-59 years,55-59,Female,F,25,130551,19.1
,Thyroid,32010,Oklahoma,40,2018,2018,60-64 years ,60-64,Female,F,36,124046,29
,Thyroid,32010,Oklahoma,40,2018,2018,65-69 years,65-69,Female,F,30,105471,28.4
,Thyroid,32010,Oklahoma,40,2018,2018,70-74 years,70-74,Female,F,18,85477,21.1
,Thyroid,32010,Oklahoma,40,2018,2018,75-79 years,75-79,Female,F,16,62338,25.7
,Thyroid,32010,Oregon,41,2018,2018,25-29 years,25-29,Female,F,33,148647,22.2
,Thyroid,32010,Oregon,41,2018,2018,30-34 years,30-34,Female,F,28,145345,19.3
,Thyroid,32010,Oregon,41,2018,2018,35-39 years,35-39,Female,F,50,146102,34.2
,Thyroid,32010,Oregon,41,2018,2018,40-44 years,40-44,Female,F,39,130641,29.9
,Thyroid,32010,Oregon,41,2018,2018,45-49 years,45-49,Female,F,35,130527,26.8
,Thyroid,32010,Oregon,41,2018,2018,50-54 years,50-54,Female,F,46,124195,37
,Thyroid,32010,Oregon,41,2018,2018,55-59 years,55-59,Female,F,47,139062,33.8
,Thyroid,32010,Oregon,41,2018,2018,60-64 years ,60-64,Female,F,38,143694,26.4
,Thyroid,32010,Oregon,41,2018,2018,65-69 years,65-69,Female,F,34,132617,25.6
,Thyroid,32010,Oregon,41,2018,2018,70-74 years,70-74,Female,F,33,102056,32.3
,Thyroid,32010,Oregon,41,2018,2018,75-79 years,75-79,Female,F,22,68018,32.3
,Thyroid,32010,Pennsylvania,42,2018,2018,15-19 years,15-19,Female,F,29,397082,7.3
,Thyroid,32010,Pennsylvania,42,2018,2018,20-24 years,20-24,Female,F,64,399863,16
,Thyroid,32010,Pennsylvania,42,2018,2018,25-29 years,25-29,Female,F,107,424910,25.2
,Thyroid,32010,Pennsylvania,42,2018,2018,30-34 years,30-34,Female,F,149,409661,36.4
,Thyroid,32010,Pennsylvania,42,2018,2018,35-39 years,35-39,Female,F,146,391012,37.3
,Thyroid,32010,Pennsylvania,42,2018,2018,40-44 years,40-44,Female,F,145,359684,40.3
,Thyroid,32010,Pennsylvania,42,2018,2018,45-49 years,45-49,Female,F,192,402271,47.7
,Thyroid,32010,Pennsylvania,42,2018,2018,50-54 years,50-54,Female,F,171,434376,39.4
,Thyroid,32010,Pennsylvania,42,2018,2018,55-59 years,55-59,Female,F,171,473108,36.1
,Thyroid,32010,Pennsylvania,42,2018,2018,60-64 years ,60-64,Female,F,152,459508,33.1
,Thyroid,32010,Pennsylvania,42,2018,2018,65-69 years,65-69,Female,F,139,387838,35.8
,Thyroid,32010,Pennsylvania,42,2018,2018,70-74 years,70-74,Female,F,109,307970,35.4
,Thyroid,32010,Pennsylvania,42,2018,2018,75-79 years,75-79,Female,F,49,227858,21.5
,Thyroid,32010,Pennsylvania,42,2018,2018,80-84 years,80-84,Female,F,31,167391,18.5
,Thyroid,32010,Pennsylvania,42,2018,2018,85+ years,85+,Female,F,21,221421,9.5
,Thyroid,32010,Rhode Island,44,2018,2018,50-54 years,50-54,Female,F,21,37846,55.5
,Thyroid,32010,Rhode Island,44,2018,2018,55-59 years,55-59,Female,F,25,40176,62.2
,Thyroid,32010,Rhode Island,44,2018,2018,65-69 years,65-69,Female,F,16,30455,52.5
,Thyroid,32010,South Carolina,45,2018,2018,25-29 years,25-29,Female,F,35,179265,19.5
,Thyroid,32010,South Carolina,45,2018,2018,30-34 years,30-34,Female,F,28,163017,17.2
,Thyroid,32010,South Carolina,45,2018,2018,35-39 years,35-39,Female,F,36,162609,22.1
,Thyroid,32010,South Carolina,45,2018,2018,40-44 years,40-44,Female,F,40,152139,26.3
,Thyroid,32010,South Carolina,45,2018,2018,45-49 years,45-49,Female,F,31,165334,18.7
,Thyroid,32010,South Carolina,45,2018,2018,50-54 years,50-54,Female,F,42,169945,24.7
,Thyroid,32010,South Carolina,45,2018,2018,55-59 years,55-59,Female,F,35,181309,19.3
,Thyroid,32010,South Carolina,45,2018,2018,60-64 years ,60-64,Female,F,40,179037,22.3
,Thyroid,32010,South Carolina,45,2018,2018,65-69 years,65-69,Female,F,48,163817,29.3
,Thyroid,32010,South Carolina,45,2018,2018,70-74 years,70-74,Female,F,35,132628,26.4
,Thyroid,32010,Tennessee,47,2018,2018,20-24 years,20-24,Female,F,16,220968,7.2
,Thyroid,32010,Tennessee,47,2018,2018,25-29 years,25-29,Female,F,31,246784,12.6
,Thyroid,32010,Tennessee,47,2018,2018,30-34 years,30-34,Female,F,45,222642,20.2
,Thyroid,32010,Tennessee,47,2018,2018,35-39 years,35-39,Female,F,60,219346,27.4
,Thyroid,32010,Tennessee,47,2018,2018,40-44 years,40-44,Female,F,55,207052,26.6
,Thyroid,32010,Tennessee,47,2018,2018,45-49 years,45-49,Female,F,62,225239,27.5
,Thyroid,32010,Tennessee,47,2018,2018,50-54 years,50-54,Female,F,47,225104,20.9
,Thyroid,32010,Tennessee,47,2018,2018,55-59 years,55-59,Female,F,60,237259,25.3
,Thyroid,32010,Tennessee,47,2018,2018,60-64 years ,60-64,Female,F,56,226418,24.7
,Thyroid,32010,Tennessee,47,2018,2018,65-69 years,65-69,Female,F,44,195797,22.5
,Thyroid,32010,Tennessee,47,2018,2018,70-74 years,70-74,Female,F,43,157672,27.3
,Thyroid,32010,Tennessee,47,2018,2018,75-79 years,75-79,Female,F,23,110776,20.8
,Thyroid,32010,Texas,48,2018,2018,10-14 years,Oct 14,Female,F,18,1025153,1.8
,Thyroid,32010,Texas,48,2018,2018,15-19 years,15-19,Female,F,69,993427,6.9
,Thyroid,32010,Texas,48,2018,2018,20-24 years,20-24,Female,F,101,965985,10.5
,Thyroid,32010,Texas,48,2018,2018,25-29 years,25-29,Female,F,148,1053553,14
,Thyroid,32010,Texas,48,2018,2018,30-34 years,30-34,Female,F,203,1020463,19.9
,Thyroid,32010,Texas,48,2018,2018,35-39 years,35-39,Female,F,253,1007186,25.1
,Thyroid,32010,Texas,48,2018,2018,40-44 years,40-44,Female,F,288,924786,31.1
,Thyroid,32010,Texas,48,2018,2018,45-49 years,45-49,Female,F,273,927092,29.4
,Thyroid,32010,Texas,48,2018,2018,50-54 years,50-54,Female,F,253,857165,29.5
,Thyroid,32010,Texas,48,2018,2018,55-59 years,55-59,Female,F,263,871539,30.2
,Thyroid,32010,Texas,48,2018,2018,60-64 years ,60-64,Female,F,195,787728,24.8
,Thyroid,32010,Texas,48,2018,2018,65-69 years,65-69,Female,F,195,648838,30.1
,Thyroid,32010,Texas,48,2018,2018,70-74 years,70-74,Female,F,133,502237,26.5
,Thyroid,32010,Texas,48,2018,2018,75-79 years,75-79,Female,F,77,345625,22.3
,Thyroid,32010,Texas,48,2018,2018,80-84 years,80-84,Female,F,48,236256,20.3
,Thyroid,32010,Texas,48,2018,2018,85+ years,85+,Female,F,28,254632,11
,Thyroid,32010,Utah,49,2018,2018,20-24 years,20-24,Female,F,17,126436,13.4
,Thyroid,32010,Utah,49,2018,2018,25-29 years,25-29,Female,F,30,119992,25
,Thyroid,32010,Utah,49,2018,2018,30-34 years,30-34,Female,F,48,107674,44.6
,Thyroid,32010,Utah,49,2018,2018,35-39 years,35-39,Female,F,45,113910,39.5
,Thyroid,32010,Utah,49,2018,2018,40-44 years,40-44,Female,F,34,99773,34.1
,Thyroid,32010,Utah,49,2018,2018,45-49 years,45-49,Female,F,32,84780,37.7
,Thyroid,32010,Utah,49,2018,2018,50-54 years,50-54,Female,F,30,74070,40.5
,Thyroid,32010,Utah,49,2018,2018,55-59 years,55-59,Female,F,30,78973,38
,Thyroid,32010,Utah,49,2018,2018,60-64 years ,60-64,Female,F,22,73890,29.8
,Thyroid,32010,Utah,49,2018,2018,65-69 years,65-69,Female,F,25,61804,40.5
,Thyroid,32010,Utah,49,2018,2018,70-74 years,70-74,Female,F,16,47204,33.9
,Thyroid,32010,Virginia,51,2018,2018,20-24 years,20-24,Female,F,33,277632,11.9
,Thyroid,32010,Virginia,51,2018,2018,25-29 years,25-29,Female,F,40,295735,13.5
,Thyroid,32010,Virginia,51,2018,2018,30-34 years,30-34,Female,F,60,290652,20.6
,Thyroid,32010,Virginia,51,2018,2018,35-39 years,35-39,Female,F,77,289397,26.6
,Thyroid,32010,Virginia,51,2018,2018,40-44 years,40-44,Female,F,78,264858,29.4
,Thyroid,32010,Virginia,51,2018,2018,45-49 years,45-49,Female,F,81,283024,28.6
,Thyroid,32010,Virginia,51,2018,2018,50-54 years,50-54,Female,F,83,290054,28.6
,Thyroid,32010,Virginia,51,2018,2018,55-59 years,55-59,Female,F,65,299679,21.7
,Thyroid,32010,Virginia,51,2018,2018,60-64 years ,60-64,Female,F,64,273902,23.4
,Thyroid,32010,Virginia,51,2018,2018,65-69 years,65-69,Female,F,48,230413,20.8
,Thyroid,32010,Virginia,51,2018,2018,70-74 years,70-74,Female,F,44,186534,23.6
,Thyroid,32010,Virginia,51,2018,2018,75-79 years,75-79,Female,F,25,130272,19.2
,Thyroid,32010,Washington,53,2018,2018,15-19 years,15-19,Female,F,19,217844,8.7
,Thyroid,32010,Washington,53,2018,2018,25-29 years,25-29,Female,F,45,282110,16
,Thyroid,32010,Washington,53,2018,2018,30-34 years,30-34,Female,F,56,273754,20.5
,Thyroid,32010,Washington,53,2018,2018,35-39 years,35-39,Female,F,80,262999,30.4
,Thyroid,32010,Washington,53,2018,2018,40-44 years,40-44,Female,F,82,230190,35.6
,Thyroid,32010,Washington,53,2018,2018,45-49 years,45-49,Female,F,77,234650,32.8
,Thyroid,32010,Washington,53,2018,2018,50-54 years,50-54,Female,F,49,229065,21.4
,Thyroid,32010,Washington,53,2018,2018,55-59 years,55-59,Female,F,64,248951,25.7
,Thyroid,32010,Washington,53,2018,2018,60-64 years ,60-64,Female,F,66,242035,27.3
,Thyroid,32010,Washington,53,2018,2018,65-69 years,65-69,Female,F,48,209677,22.9
,Thyroid,32010,Washington,53,2018,2018,70-74 years,70-74,Female,F,41,161986,25.3
,Thyroid,32010,Washington,53,2018,2018,75-79 years,75-79,Female,F,25,105663,23.7
,Thyroid,32010,West Virginia,54,2018,2018,25-29 years,25-29,Female,F,20,55304,36.2
,Thyroid,32010,West Virginia,54,2018,2018,35-39 years,35-39,Female,F,21,54270,38.7
,Thyroid,32010,West Virginia,54,2018,2018,40-44 years,40-44,Female,F,19,53547,35.5
,Thyroid,32010,West Virginia,54,2018,2018,45-49 years,45-49,Female,F,18,58029,31
,Thyroid,32010,West Virginia,54,2018,2018,50-54 years,50-54,Female,F,28,58984,47.5
,Thyroid,32010,West Virginia,54,2018,2018,55-59 years,55-59,Female,F,24,65470,36.7
,Thyroid,32010,West Virginia,54,2018,2018,60-64 years ,60-64,Female,F,24,67119,35.8
,Thyroid,32010,West Virginia,54,2018,2018,65-69 years,65-69,Female,F,29,62252,46.6
,Thyroid,32010,Wisconsin,55,2018,2018,20-24 years,20-24,Female,F,20,194501,10.3
,Thyroid,32010,Wisconsin,55,2018,2018,25-29 years,25-29,Female,F,21,181272,11.6
,Thyroid,32010,Wisconsin,55,2018,2018,30-34 years,30-34,Female,F,51,178375,28.6
,Thyroid,32010,Wisconsin,55,2018,2018,35-39 years,35-39,Female,F,52,183410,28.4
,Thyroid,32010,Wisconsin,55,2018,2018,40-44 years,40-44,Female,F,37,164445,22.5
,Thyroid,32010,Wisconsin,55,2018,2018,45-49 years,45-49,Female,F,51,174736,29.2
,Thyroid,32010,Wisconsin,55,2018,2018,50-54 years,50-54,Female,F,72,192798,37.3
,Thyroid,32010,Wisconsin,55,2018,2018,55-59 years,55-59,Female,F,58,215288,26.9
,Thyroid,32010,Wisconsin,55,2018,2018,60-64 years ,60-64,Female,F,65,199931,32.5
,Thyroid,32010,Wisconsin,55,2018,2018,65-69 years,65-69,Female,F,52,168014,30.9
,Thyroid,32010,Wisconsin,55,2018,2018,70-74 years,70-74,Female,F,27,125807,21.5
,Thyroid,32010,Wisconsin,55,2018,2018,75-79 years,75-79,Female,F,20,91651,21.8
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,55-59 years,55-59,Female,F,20,175201,11.4
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,60-64 years ,60-64,Female,F,27,168342,16
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,65-69 years,65-69,Female,F,34,145302,23.4
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,70-74 years,70-74,Female,F,37,117686,31.4
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,75-79 years,75-79,Female,F,44,84846,51.9
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,80-84 years,80-84,Female,F,35,58233,60.1
,"Urinary Bladder, invasive and in situ",29010,Alabama,1,2018,2018,85+ years,85+,Female,F,51,60008,85
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,55-59 years,55-59,Female,F,17,227767,7.5
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,60-64 years ,60-64,Female,F,36,224349,16
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,65-69 years,65-69,Female,F,70,208318,33.6
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,70-74 years,70-74,Female,F,65,178478,36.4
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,75-79 years,75-79,Female,F,59,127735,46.2
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,80-84 years,80-84,Female,F,57,80665,70.7
,"Urinary Bladder, invasive and in situ",29010,Arizona,4,2018,2018,85+ years,85+,Female,F,41,84024,48.8
,"Urinary Bladder, invasive and in situ",29010,Arkansas,5,2018,2018,65-69 years,65-69,Female,F,29,86261,33.6
,"Urinary Bladder, invasive and in situ",29010,Arkansas,5,2018,2018,70-74 years,70-74,Female,F,24,71161,33.7
,"Urinary Bladder, invasive and in situ",29010,Arkansas,5,2018,2018,75-79 years,75-79,Female,F,19,52169,36.4
,"Urinary Bladder, invasive and in situ",29010,Arkansas,5,2018,2018,85+ years,85+,Female,F,35,38386,91.2
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,45-49 years,45-49,Female,F,26,1282226,2
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,50-54 years,50-54,Female,F,50,1251079,4
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,55-59 years,55-59,Female,F,81,1277279,6.3
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,60-64 years ,60-64,Female,F,150,1168986,12.8
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,65-69 years,65-69,Female,F,202,978836,20.6
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,70-74 years,70-74,Female,F,253,769806,32.9
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,75-79 years,75-79,Female,F,267,540682,49.4
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,80-84 years,80-84,Female,F,211,380970,55.4
,"Urinary Bladder, invasive and in situ",29010,California,6,2018,2018,85+ years,85+,Female,F,337,463829,72.7
,"Urinary Bladder, invasive and in situ",29010,Colorado,8,2018,2018,60-64 years ,60-64,Female,F,33,176783,18.7
,"Urinary Bladder, invasive and in situ",29010,Colorado,8,2018,2018,65-69 years,65-69,Female,F,43,149767,28.7
,"Urinary Bladder, invasive and in situ",29010,Colorado,8,2018,2018,70-74 years,70-74,Female,F,43,111105,38.7
,"Urinary Bladder, invasive and in situ",29010,Colorado,8,2018,2018,75-79 years,75-79,Female,F,38,72801,52.2
,"Urinary Bladder, invasive and in situ",29010,Colorado,8,2018,2018,80-84 years,80-84,Female,F,29,47967,60.5
,"Urinary Bladder, invasive and in situ",29010,Colorado,8,2018,2018,85+ years,85+,Female,F,40,56005,71.4
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,55-59 years,55-59,Female,F,27,139189,19.4
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,60-64 years ,60-64,Female,F,26,125449,20.7
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,65-69 years,65-69,Female,F,41,100828,40.7
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,70-74 years,70-74,Female,F,46,83127,55.3
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,75-79 years,75-79,Female,F,46,60142,76.5
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,80-84 years,80-84,Female,F,42,42582,98.6
,"Urinary Bladder, invasive and in situ",29010,Connecticut,9,2018,2018,85+ years,85+,Female,F,57,60183,94.7
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,45-49 years,45-49,Female,F,18,684212,2.6
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,50-54 years,50-54,Female,F,36,713099,5
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,55-59 years,55-59,Female,F,86,762358,11.3
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,60-64 years ,60-64,Female,F,127,735173,17.3
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,65-69 years,65-69,Female,F,216,681922,31.7
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,70-74 years,70-74,Female,F,222,600543,37
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,75-79 years,75-79,Female,F,227,450580,50.4
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,80-84 years,80-84,Female,F,169,307954,54.9
,"Urinary Bladder, invasive and in situ",29010,Florida,12,2018,2018,85+ years,85+,Female,F,265,343183,77.2
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,50-54 years,50-54,Female,F,26,355946,7.3
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,55-59 years,55-59,Female,F,29,354617,8.2
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,60-64 years ,60-64,Female,F,55,319813,17.2
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,65-69 years,65-69,Female,F,60,272167,22
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,70-74 years,70-74,Female,F,85,215369,39.5
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,75-79 years,75-79,Female,F,75,145780,51.4
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,80-84 years,80-84,Female,F,50,93811,53.3
,"Urinary Bladder, invasive and in situ",29010,Georgia,13,2018,2018,85+ years,85+,Female,F,64,96877,66.1
,"Urinary Bladder, invasive and in situ",29010,Hawaii,15,2018,2018,85+ years,85+,Female,F,16,26765,59.8
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,50-54 years,50-54,Female,F,32,415869,7.7
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,55-59 years,55-59,Female,F,53,443789,11.9
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,60-64 years ,60-64,Female,F,67,413648,16.2
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,65-69 years,65-69,Female,F,100,343373,29.1
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,70-74 years,70-74,Female,F,109,266233,40.9
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,75-79 years,75-79,Female,F,131,196163,66.8
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,80-84 years,80-84,Female,F,83,138556,59.9
,"Urinary Bladder, invasive and in situ",29010,Illinois,17,2018,2018,85+ years,85+,Female,F,138,175970,78.4
,"Urinary Bladder, invasive and in situ",29010,Indiana,18,2018,2018,50-54 years,50-54,Female,F,21,212156,9.9
,"Urinary Bladder, invasive and in situ",29010,Indiana,18,2018,2018,55-59 years,55-59,Female,F,26,230466,11.3
,"Urinary Bladder, invasive and in situ",29010,Indiana,18,2018,2018,60-64 years ,60-64,Female,F,41,217674,18.8
,"Urinary Bladder, invasive and in situ",29010,Indiana,18,2018,2018,65-69 years,65-69,Female,F,60,184165,32.6
,"Urinary Bladder, invasive and in situ",29010,Indiana,18,2018,2018,70-74 years,70-74,Female,F,71,142042,50
